paper_id,route_id,route_node_id,target_entity_id,target_material,route_role,material_provenance,process_summary,normalized_tags,precursors,solvents,polymer_components,additives,final_form,step_count,step_types,steps_json,confidence,title,doi,year,journal,source_json
ange.202410463,route_2,route:ange.202410463:route_2,E1,Li/LFP full cell with asymmetric electrolyte,cell_assembly,lab_synthesis,Assembly of asymmetric electrolyte (PEO + PEO/LM) with LFP cathode and Li anode at 60 °C for 2 h.,cell_assembly; heat_treatment,,,,,coin cell,1,assembly,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""assembled at 60°C for 2 hours before the electrochemical tests, guaranteeing good conformable contact among the different layers"", ""asymmetric configuration of the electrolyte was designed to prevent potential short circuits at the side of the cathode while maintaining the chemical trap effect of LMs at the side of the anode""], ""heating_rate"": null, ""notes"": ""assembled at 60 °C for 2 hours before electrochemical tests to guarantee good conformable contact; asymmetric configuration with PEO/LM at anode side"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""60 °C"", ""time"": ""2 h"", ""type"": ""assembly""]",0.9,In Situ Alloying Enabled by Active Liquid Metal Filler for Self-Healing Composite Polymer Electrolytes,ange.202410463,2024,Angewandte Chemie International Edition,信息提取结果/ange.202410463/sse_extraction.json
ange.202411224,route_1,route:ange.202411224:route_1,,DEE-1:6,precursor_synthesis,lab_synthesis,Mixing LiTFSI and DMMN in 1:6 molar ratio to form deep eutectic electrolyte precursor.,deep_eutectic_formation; mixing,LiTFSI; dimethylmalononitrile,,,fluoroethylene carbonate,liquid/deep eutectic electrolyte,1,mixing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The DEEs are denoted as DEE-1:n, where 1:n signifies the molar ratio of LiTFSI to DMMN."", ""PHPDEE-1:4 polymer electrolyte was obtained by the reaction between DMMN in DEE-1:6 and LiTFSI""], ""heating_rate"": null, ""notes"": ""molar ratio LiTFSI:DMMN = 1:6"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing""]",0.9,A Highly Stable and Non-Flammable Deep Eutectic Electrolyte for High-Performance Lithium Metal Batteries,,,,信息提取结果/ange.202411224/sse_extraction.json
ange.202411224,route_2,route:ange.202411224:route_2,E1,PHPDEE-1:4,membrane_preparation,lab_synthesis,"Solution casting of PVDF-HFP, PEO, LiTFSI to form PHPCPE, followed by addition of DEE-1:6 and thermal treatment at 60 °C for 0.5 h to form PHPDEE-1:4.",composite_formation; liquid_phase_synthesis; solution_casting; thermal_treatment,PHPCPE; DEE-1:6,,poly(vinylidene fluoride-co-hexafluoropropylene); polyethylene oxide,,composite polymer electrolyte membrane,3,impregnation; solution_casting; thermal_treatment,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP), polyethylene oxide (PEO), and LiTFSI were dissolved and dried to form a composite polymer electrolyte (PHPCPE).""], ""heating_rate"": null, ""notes"": ""PVDF-HFP, PEO, and LiTFSI dissolved and dried to form PHPCPE"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""solution_casting"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The DMMN-based DEE was then added to the PHPCPE""], ""heating_rate"": null, ""notes"": ""DEE-1:6 added to PHPCPE"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""impregnation"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""transformed into PHPCPE-DEE through thermal treatment (abbreviated as PHPDEE)"", ""adding DEE-1:6 to PHPCPE and heating at 60 °C for 0.5 h can obtain PHPDEE-1:4 with stable performance""], ""heating_rate"": null, ""notes"": ""transforms PHPCPE+DEE into PHPDEE-1:4"", ""pressure"": null, ""step_index"": 3, ""temperature"": ""60 °C"", ""time"": ""0.5 h"", ""type"": ""thermal_treatment""]",0.95,A Highly Stable and Non-Flammable Deep Eutectic Electrolyte for High-Performance Lithium Metal Batteries,,,,信息提取结果/ange.202411224/sse_extraction.json
ange.202411437,route_1,route:ange.202411437:route_1,E1,Zwitterionic Polymer Electrolyte (ZPE),electrolyte_synthesis,lab_synthesis,"Design of zwitterionic polymer electrolyte using ML-predicted donor numbers; combination of pHFEA, pETPTA, and pSBMA segments with lithium salt and plasticizer.",machine_learning_guided; polymer_design; solution_casting,"poly(2,2,2-trifluoroethyl acrylate); poly(ethoxylated trimethylolpropane triacrylate); poly(sulfobetaine methacrylate)",,pHFEA; pETPTA; pSBMA,LiTFSI; LiBOB; liquid plasticizer,membrane (23 μm thickness for symmetric cells),1,polymer_design,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""ML model + DFT"", ""evidence"": [""we selected low pHFEA (DN = 12.3), medium pETPTA (DN = 21.8), and high pSBMA (DN = 29.5) to form the ZPE polymer skeleton"", ""The resulting DN of ZPE (DN = 34.6)""], ""heating_rate"": null, ""notes"": ""DN prediction for polymer segments; ZPE DN=34.6"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""polymer_design""]",0.85,Machine Learning Assisted Prediction of Donor Numbers: Guiding Rational Fabrication of Polymer Electrolytes for Lithium-Ion Batteries,10.1002/anie.202411437,2025,Angewandte Chemie International Edition,信息提取结果/ange.202411437/sse_extraction.json
ange.202411437,route_2,route:ange.202411437:route_2,E2,Blank Polymer Electrolyte (BPE),electrolyte_synthesis,lab_synthesis,"Combination of pHFEA and pETPTA segments without zwitterionic groups, used as baseline comparison.",baseline_electrolyte; cold_pressing; polymer_synthesis,"poly(2,2,2-trifluoroethyl acrylate); poly(ethoxylated trimethylolpropane triacrylate)",,pHFEA; pETPTA,LiTFSI; LiBOB; liquid plasticizer,membrane,0,,[],0.8,Machine Learning Assisted Prediction of Donor Numbers: Guiding Rational Fabrication of Polymer Electrolytes for Lithium-Ion Batteries,10.1002/anie.202411437,2025,Angewandte Chemie International Edition,信息提取结果/ange.202411437/sse_extraction.json
ange.202411535,route_1,route:ange.202411535:route_1,,PAN/PEGx-NH2 nanofiber membrane,precursor_synthesis,lab_synthesis,Electrospinning of PAN and PEG-functionalized amine monomers to form precursor nanofiber membranes.,electrospinning; film_casting,polyacrylonitrile; PEG-functionalized amine monomer,,polyacrylonitrile (PAN),,nanofiber membrane,1,electrospinning,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""electrospinning apparatus"", ""evidence"": [""we present a feasible electrospinning strategy to prepare scalable, self-supporting COF membranes (COMs)"", ""The microstructure of the membranes was tracked using scanning electron microscopy (SEM) after the steps with electrospinning""], ""heating_rate"": null, ""notes"": ""Formation of PAN/PEGx-NH2 nanofibers"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""electrospinning""]",0.9,Fabrication of Scalable Covalent Organic Framework Membrane-based Electrolytes for Solid-State Lithium Metal Batteries,10.1002/anie.202411535,2024,Angewandte Chemie International Edition,信息提取结果/ange.202411535/sse_extraction.json
ange.202411535,route_2,route:ange.202411535:route_2,,PEGx-COM membrane,electrolyte_synthesis,lab_synthesis,In situ solvothermal growth of COF on PAN nanofibers followed by Soxhlet extraction to remove PAN template.,film_casting; in_situ_growth; solvothermal; soxhlet_extraction,"PAN/PEGx-NH2 membrane; 1,3,5-triformylbenzene","N,N-dimethylformamide",,,self-supporting membrane,2,solvothermal_reaction; soxhlet_extraction,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""followed by a series procedure of the electrospinning-solvent thermal-Soxhlet extraction"", ""PAN/PEG2-COMs obtained after the in situ solvent thermal reaction""], ""heating_rate"": null, ""notes"": ""In situ growth of PEGx-COF on PAN nanofibers using TFB monomer"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""solvothermal_reaction"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""Soxhlet extractor"", ""evidence"": [""Subsequently, after soxhlet extraction with N, N-dimethylformamide (DMF), the characteristic peak of PAN disappears, and the resulting XRD curve closely resembles that of PEG2-COFs, indicating the effective removal of PAN without altering the chemical structure of COFs, thereby""], ""heating_rate"": null, ""notes"": ""Extraction with DMF to remove PAN template"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""soxhlet_extraction""]",0.95,Fabrication of Scalable Covalent Organic Framework Membrane-based Electrolytes for Solid-State Lithium Metal Batteries,10.1002/anie.202411535,2024,Angewandte Chemie International Edition,信息提取结果/ange.202411535/sse_extraction.json
ange.202411535,route_3,route:ange.202411535:route_3,,Densified PEGx-COM membrane,membrane_preparation,lab_synthesis,Hot pressing of extracted PEG-COM membranes to reduce thickness and enhance compactness.,cold_pressing; film_casting; hot_pressing,PEGx-COM membrane,,,,densified membrane,1,hot_pressing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""hot press"", ""evidence"": [""To enhance the compactness of PEG-COMs, they were subjected to hot pressing at a temperature of 90 °C and a pressure of 0.5 t for 60 seconds, resulting in PEG2-COMs with a thickness of only 22 μm and PEG1-COMs with a thickness of 10 μm""], ""heating_rate"": null, ""notes"": ""Resulting thickness: PEG2-COMs ~22 μm, PEG1-COMs ~10 μm"", ""pressure"": ""0.5 t"", ""step_index"": 1, ""temperature"": ""90 °C"", ""time"": ""60 seconds"", ""type"": ""hot_pressing""]",1.0,Fabrication of Scalable Covalent Organic Framework Membrane-based Electrolytes for Solid-State Lithium Metal Batteries,10.1002/anie.202411535,2024,Angewandte Chemie International Edition,信息提取结果/ange.202411535/sse_extraction.json
ange.202411535,route_4,route:ange.202411535:route_4,E1,PEG1-COMEs,electrolyte_synthesis,lab_synthesis,Impregnation of PEG1-COM membrane with PEG-LiTFSI mixture.,composite_formation; film_casting; impregnation,PEG1-COM membrane; polyethylene glycol; lithium bis((trifluoromethyl)sulfonyl)azanide,,PEG-LiTFSI,,composite membrane electrolyte,1,impregnation,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""a mixture of polyethylene glycol (Mw~10000) and lithium bis((trifluoromethyl)sulfonyl)azanide (LiTFSI) (at a molar ratio of [EO]: Li = 8:1) was filled up in channel of the PEG-COMs to form composite PEGx-COM polymer electrolyte (PEGx-COMEs)""], ""heating_rate"": null, ""notes"": ""Filled up in channel of the PEG-COMs"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""impregnation""]",1.0,Fabrication of Scalable Covalent Organic Framework Membrane-based Electrolytes for Solid-State Lithium Metal Batteries,10.1002/anie.202411535,2024,Angewandte Chemie International Edition,信息提取结果/ange.202411535/sse_extraction.json
ange.202411535,route_5,route:ange.202411535:route_5,E2,PEG2-COMEs,electrolyte_synthesis,lab_synthesis,Impregnation of PEG2-COM membrane with PEG-LiTFSI mixture.,composite_formation; film_casting; impregnation,PEG2-COM membrane; polyethylene glycol; lithium bis((trifluoromethyl)sulfonyl)azanide,,PEG-LiTFSI,,composite membrane electrolyte,1,impregnation,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""a mixture of polyethylene glycol (Mw~10000) and lithium bis((trifluoromethyl)sulfonyl)azanide (LiTFSI) (at a molar ratio of [EO]: Li = 8:1) was filled up in channel of the PEG-COMs to form composite PEGx-COM polymer electrolyte (PEGx-COMEs)""], ""heating_rate"": null, ""notes"": ""Filled up in channel of the PEG-COMs"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""impregnation""]",1.0,Fabrication of Scalable Covalent Organic Framework Membrane-based Electrolytes for Solid-State Lithium Metal Batteries,10.1002/anie.202411535,2024,Angewandte Chemie International Edition,信息提取结果/ange.202411535/sse_extraction.json
ange.202412280,route_1,route:ange.202412280:route_1,E1,AMPE,electrolyte_synthesis,lab_synthesis,"Solvent-free UV-initiated free radical copolymerization of IL, SE, B-HEMA monomers with LiTFSI salt using IRGACURE 819 photoinitiator.",free_radical_polymerization; in_situ_polymerization; liquid_phase_synthesis; solvent_free; thermal_polymerization; uv_curing,"1-allyl-1-methyl-pyrrolidinium bis(trifluoromethanesulfonyl)imide; 3-sulfolene; boranetriyltris(oxy)tris(ethane-2,1-diyl)tris(2-methylacrylate); lithium bis(trifluoromethanesulfonyl)imide; phenylbis(2,4,6-trimethylbenzoyl)phosphine oxide",,"1-allyl-1-methyl-pyrrolidinium bis(trifluoromethanesulfonyl)imide; 3-sulfolene; boranetriyltris(oxy)tris(ethane-2,1-diyl)tris(2-methylacrylate)",IRGACURE 819,solid membrane,2,mixing; uv_curing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The precursor solutions of the three monomers with LiTFSI were completely miscible with each other, and the mixture was a homogeneous, transparent, and low-viscosity liquid.""], ""heating_rate"": null, ""notes"": ""precursor solutions of the three monomers with LiTFSI were completely miscible; homogeneous transparent low-viscosity liquid"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""UV light source"", ""evidence"": [""When exposed to ultraviolet (UV) light, the precursor solution transformed into solid."", ""using a photoinitiator (phenylbis (2,4,6-trimethylbenzoyl) phosphine oxide, IRGACURE 819) via free radical polymerization of C = C bonds on the IL, SE, and B-HEMA monomers""], ""heating_rate"": null, ""notes"": ""free radical polymerization of C=C bonds"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""uv_curing""]",0.95,Anion Modulation: Enabling Highly Conductive Stable Polymer Electrolytes for Solid-State Li-Metal Batteries,10.1002/anie.202412280,2024,Angewandte Chemie International Edition,信息提取结果/ange.202412280/sse_extraction.json
ange.202412434,route_1,route:ange.202412434:route_1,E1,PBM-IL-Li,electrolyte_synthesis,lab_synthesis,Photopolymerization of HFMA and HFBA monomers in IL-lithium salt solution containing photoinitiator.,in_situ_polymerization; liquid_phase_synthesis; photopolymerization; thermal_polymerization,"2,2,3,4,4,4-hexafluorobutyl methacrylate; 2,2,3,4,4,4-hexafluorobutyl acrylate; LiTFSI",Ionic Liquid,HFMA; HFBA,photoinitiator,transparent electrolyte film,2,mixing; photopolymerization,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""a certain ratio of 2,2,3,4,4,4-hexafluorobutyl methacrylate (HFMA) and 2,2,3,4,4,4-hexafluorobutyl acrylate (HFBA) was dissolved in IL-lithium salt solution containing photoinitiator""], ""heating_rate"": null, ""notes"": ""dissolved in IL-lithium salt solution containing photoinitiator"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""PBM-IL-Li was obtained via photopolymerization""], ""heating_rate"": null, ""notes"": ""PBM-IL-Li was obtained via photopolymerization"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""photopolymerization""]",0.9,Organic Cationic-Coordinated Perfluoropolymer Electrolytes with Strong Li+-Solvent Interaction for Solid State Li-Metal Batteries,10.1002/anie.202412434,2024,Angew. Chem. Int. Ed.,信息提取结果/ange.202412434/sse_extraction.json
ange.202413306,route_cof_synthesis,route:ange.202413306:route_cof_synthesis,E1,CF3-COF,precursor_synthesis,lab_synthesis,Synthesis of fluorinated covalent organic framework from TP and BTFB monomers.,cof_synthesis; solvothermal,"1,3,5-triformylphloroglucinol; 2,2'-bis(trifluoromethyl)benzidine",,,,powder,0,,[],0.7,Designing Cooperative Ion Transport Pathway in Ultra-Thin Solid-State Electrolytes toward Practical Lithium Metal Batteries,10.1002/ange.202413306,2024,Angewandte Chemie International Edition,信息提取结果/ange.202413306/sse_extraction.json
ange.202413306,route_spe_casting,route:ange.202413306:route_spe_casting,E1,CF3-COF@PVDF-HFP SPE membrane,membrane_preparation,lab_synthesis,Solution casting of PVDF-HFP and CF3-COF mixture.,film_casting; liquid_phase_synthesis; solution_casting,PVDF-HFP; CF3-COF; LiTFSI,DMF,PVDF-HFP,CF3-COF,ultra-thin film (<10 um),1,solution casting,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The CF3 -COF@PVDF-HFP SPE membrane was prepared by a simple solution casting method"", ""vaporization of DMF solvent"", ""demonstrates a thickness below 10 um""], ""heating_rate"": null, ""notes"": ""thickness below 10 um"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""solution casting""]",0.9,Designing Cooperative Ion Transport Pathway in Ultra-Thin Solid-State Electrolytes toward Practical Lithium Metal Batteries,10.1002/ange.202413306,2024,Angewandte Chemie International Edition,信息提取结果/ange.202413306/sse_extraction.json
ange.202413502,route_1,route:ange.202413502:route_1,E1,Ta-LZ/LPSC Composite Powder,electrolyte_synthesis,lab_synthesis,High-energy ball milling of Ta-doped LLZO and Li6PS5Cl powders.,mechanical_milling; solid_state_reaction,Ta-doped LLZO; Li6PS5Cl,,,,powder,1,ball_milling,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""high-energy ball mill"", ""evidence"": [""Ta-LZ/LPSC composite SSEs were fabricated through facile and scalable high-energy ball milling.""], ""heating_rate"": null, ""notes"": ""Facile and scalable"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""ball_milling""]",0.95,Long-Life All-Solid-State Batteries Enabled by Cold-Pressed Garnet Composite Electrolytes with Enhanced Li+ Conduction,10.1002/anie.202413502,2025,Angewandte Chemie International Edition,信息提取结果/ange.202413502/sse_extraction.json
ange.202413502,route_2,route:ange.202413502:route_2,E1,Ta-LZ/LPSC Pellet,pellet_processing,lab_synthesis,Cold pressing of Ta-LZ/LPSC composite powder into pellets.,cold_pressing,Ta-LZ/LPSC powder,,,,pellet,1,cold_pressing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The resulting solid powders display a light-gray color with good deformability, enabling them to be easily cold-pressed into pellet forms"", ""The as-prepared Ta-LZ/LPSC composite SSEs were cold-pressed into pellets for electrochemical impedance spectroscopy (EIS) measurements.""], ""heating_rate"": null, ""notes"": ""Good deformability enabling easy cold-pressing"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""25 °C"", ""time"": null, ""type"": ""cold_pressing""]",0.95,Long-Life All-Solid-State Batteries Enabled by Cold-Pressed Garnet Composite Electrolytes with Enhanced Li+ Conduction,10.1002/anie.202413502,2025,Angewandte Chemie International Edition,信息提取结果/ange.202413502/sse_extraction.json
ange.202414211,route_1,route:ange.202414211:route_1,,MOP-1(TFSI),precursor_synthesis,lab_synthesis,Synthesis of amino-functionalized Zr-MOP chloride followed by anion exchange with LiTFSI to yield MOP-1(TFSI).,coordination_synthesis; ion_exchange,bis(cyclopentadienyl)zirconium dichloride; 2-aminoterephthalic acid; LiTFSI,methanol; anhydrous acetonitrile,,,powder,2,coordination_reaction; ion_exchange,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""MOP-1 with chloride counterions (MOP-1(Cl)) was synthesized according to the literature procedure by reaction of bis(cyclopentadienyl)zirconium dichloride with 2-aminoterephthalic acid (H2BDC-NH2).""], ""heating_rate"": null, ""notes"": ""reaction of bis(cyclopentadienyl)zirconium dichloride with 2-aminoterephthalic acid to form MOP-1(Cl)"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""coordination_reaction"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""the MOP-1(Cl) was ion-exchanged with LiTFSI in anhydrous acetonitrile, during which Cl- anions were replaced and TFSI- anions were introduced into the cationic framework to form the MOP-1(TFSI)""], ""heating_rate"": null, ""notes"": ""Cl- replaced by TFSI- via LiTFSI in anhydrous acetonitrile"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""ion_exchange""]",0.9,Hypercrosslinked Metal-Organic Polyhedra Electrolyte with High Transference Number and Fast Conduction of Li Ions,10.1002/anie.202414211,2025,Angewandte Chemie International Edition,信息提取结果/ange.202414211/sse_extraction.json
ange.202414211,route_2,route:ange.202414211:route_2,E1,HCMOP-5c membrane,membrane_preparation,lab_synthesis,"Ambient multicomponent condensation polymerization of MOP-1(TFSI), diethylene triamine, branched PEI, and 2,5-bis(2-ethoxyethoxy)terephthalaldehyde to form hypercrosslinked imine-linked membrane.",ambient_curing; coating; condensation_polymerization; film_casting; liquid_phase_synthesis; solution_casting,"MOP-1(TFSI); diethylene triamine; branched polyethyleneimine; 2,5-bis(2-ethoxyethoxy)terephthalaldehyde",methanol,"branched polyethyleneimine (PEI); diethylene triamine; 2,5-bis(2-ethoxyethoxy)terephthalaldehyde; MOP-1(TFSI)",,freestanding membrane (~20x25 cm),2,condensation_polymerization; solvent_evaporation,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""A multicomponent condensation reaction was employed to prepare HCMOP-3, -4 and -5 via ambient polymerization of MOP-1(TFSI), diethylene triamine, PEI and different aldehyde monomers, respectively, to generate hypercross-linked networks linked with imine bonds""], ""heating_rate"": null, ""notes"": ""multicomponent condensation of MOP-1(TFSI), diethylene triamine, PEI, and aldehyde monomer to generate imine-linked hypercrosslinked network"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""ambient"", ""time"": null, ""type"": ""condensation_polymerization"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""After allowing the solvents to evaporate slowly, a series of HCMOP variants were obtained""], ""heating_rate"": null, ""notes"": ""slow evaporation to form uniform defect-free membrane"", ""pressure"": null, ""step_index"": 2, ""temperature"": ""ambient"", ""time"": null, ""type"": ""solvent_evaporation""]",0.9,Hypercrosslinked Metal-Organic Polyhedra Electrolyte with High Transference Number and Fast Conduction of Li Ions,10.1002/anie.202414211,2025,Angewandte Chemie International Edition,信息提取结果/ange.202414211/sse_extraction.json
ange.202414211,route_3,route:ange.202414211:route_3,E1,Li-HCMOP-5c electrolyte membrane,electrolyte_synthesis,lab_synthesis,Post-soaking of HCMOP-5c membrane in 1 M LiTFSI/methanol solution followed by vacuum drying to introduce mobile Li+.,film_casting; liquid_phase_synthesis; salt_impregnation; vacuum_drying,HCMOP-5c membrane; LiTFSI,methanol,,,Li+-conducting membrane disc (Φ = 1.2 cm),2,salt_impregnation; vacuum_drying,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""the polymeric membranes were immersed in a methanol solution of Li salt to increase the concentration of Li ions"", ""immersing the polyimine and HCMOPs in 1 M methanol solution of LiTFSI""], ""heating_rate"": null, ""notes"": ""immersion in 1 M LiTFSI methanol solution to increase Li+ concentration"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""ambient"", ""time"": null, ""type"": ""salt_impregnation"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""vacuum drying overnight""], ""heating_rate"": null, ""notes"": ""remove redundant solvent thoroughly"", ""pressure"": ""vacuum"", ""step_index"": 2, ""temperature"": null, ""time"": ""overnight"", ""type"": ""vacuum_drying""]",0.95,Hypercrosslinked Metal-Organic Polyhedra Electrolyte with High Transference Number and Fast Conduction of Li Ions,10.1002/anie.202414211,2025,Angewandte Chemie International Edition,信息提取结果/ange.202414211/sse_extraction.json
ange.202414599,route_1,route:ange.202414599:route_1,E1,DSP polymer,precursor_synthesis,lab_synthesis,"Two-step prepolymer polycondensation of PTMEG, DTDA, BD, and diisocyanate to form poly(urethane-urea).",polycondensation; polymer_synthesis,"poly(tetramethylene ether glycol); 4,4'-dithiodianiline; butanedioyl dihydrazide",,PTMEG; DTDA/BD,,polymer,1,prepolymer_polycondensation,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The dynamic supramolecular poly (urethane-urea) (DSP) was synthesized in two steps via prepolymer polycondensation""], ""heating_rate"": null, ""notes"": ""Two-step synthesis depicted in Figure S1"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""prepolymer_polycondensation""]",0.9,Ultra-Tough Dynamic Supramolecular Ion-Conducting Elastomer Induced Uniform Li+ Transport and Stabilizes Interphase Ensures Dendrite-Free Lithium Metal Anodes,10.1002/anie.202414599,2025,Angew. Chem. Int. Ed.,信息提取结果/ange.202414599/sse_extraction.json
ange.202414599,route_2,route:ange.202414599:route_2,E1,DSIPI film/coating,coating_or_interface,lab_synthesis,Dissolution of LiTFSI in DSP followed by casting into thin films or coating on Li metal.,coating; film_casting; liquid_phase_synthesis; solution_casting,DSP polymer; Lithium bis(trifluoromethanesulphonyl)imide,,DSP,LiTFSI,thin film / coating,2,casting; mixing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""various mass fractions of LiTFSI were dissolved in DSP-n and cast into thin films.""], ""heating_rate"": null, ""notes"": ""Dissolving LiTFSI in DSP-n"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""cast into thin films."", ""DSIPI, measuring approximately 3 μm in thickness, exhibited a uniform distribution on the Li sheet.""], ""heating_rate"": null, ""notes"": ""Cast into thin films or coated on Li"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""casting""]",0.95,Ultra-Tough Dynamic Supramolecular Ion-Conducting Elastomer Induced Uniform Li+ Transport and Stabilizes Interphase Ensures Dendrite-Free Lithium Metal Anodes,10.1002/anie.202414599,2025,Angew. Chem. Int. Ed.,信息提取结果/ange.202414599/sse_extraction.json
ange.202415343,route_1,route:ange.202415343:route_1,,"CP-GPEs (PMMA, PAFM, PTBM, PTFM)",electrolyte_synthesis,lab_synthesis,In-situ radical-initiated polymerization of monomers (MMA/AFM/TBM/TFM) with crosslinker TPA and initiator AIBN in liquid electrolyte (FEC/EMC 2:8 v/v + 1M LiTFSI) at 60 °C.,gel_polymer_electrolyte; in_situ_polymerization; liquid_phase_synthesis; radical_polymerization; thermal_polymerization,"2,2,3,3-tetrafluoropropyl methacrylate; 2,3-dibromopropyl acrylate; 1H,1H-pentafluoropropyl methacrylate; methyl methacrylate; trimethylolpropane trimethacrylate; 2,2'-azobis(2-methylpropionitrile)",FEC/EMC (2:8 v/v) with 1M LiTFSI,TFM / TBM / AFM / MMA; TPA,,gel polymer electrolyte membrane,1,polymerization,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""Polyester was synthesized by radical-initiated polymerization in the presence of liquid electrolyte, monomer, AIBN and TPA at 60 °C""], ""heating_rate"": null, ""notes"": ""radical-initiated polymerization in the presence of liquid electrolyte, monomer, AIBN and TPA"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""60 °C"", ""time"": null, ""type"": ""polymerization""]",0.95,Unlocking Mechanism of Anion and Cation Interaction on Ion Conduction of Polymer Based Electrolyte in Metal Batteries,10.1002/anie.202415343,2025,Angewandte Chemie International Edition,信息提取结果/ange.202415343/sse_extraction.json
